timestamp,model_name,round,loss,mae,r2
2025-08-10 12:13:20,LSTM,2,3716.2671915690103,40.328222033047304,-0.5143057585708428
2025-08-10 12:13:20,LSTM,3,3486.4399922688804,41.13387087430524,-0.6583188177450373
2025-08-10 12:13:20,LSTM,4,3370.0548299153647,42.00775020005194,-0.8124281040438922
2025-08-10 12:13:20,LSTM,5,3294.2295125325522,42.84938846512654,-0.9754248554623534
2025-08-10 12:13:20,LSTM,6,3241.519978841146,43.68996767017939,-1.1511369419617739
2025-08-10 12:13:20,LSTM,7,3207.711629231771,44.50673095765058,-1.3288111468220627
2025-08-10 12:13:20,LSTM,8,3187.386922200521,45.314048169434585,-1.510838384632348
2025-08-10 12:13:20,LSTM,9,3178.418416341146,46.03873961829462,-1.6789618026028268
2025-08-10 12:13:20,LSTM,10,3177.1009521484375,46.64459057231653,-1.8222154588195802
2025-08-10 12:39:42,MLP,1,4353.107808430989,40.6355178192907,-0.5569459941815255
2025-08-10 12:39:42,MLP,2,4293.873270670573,40.782773796860106,-0.5148410907461528
2025-08-10 12:39:42,MLP,3,4128.88091023763,39.98404878536496,-0.5035041484259669
2025-08-10 12:39:42,MLP,4,4322.468434651692,40.996335607506985,-0.5049236442338982
2025-08-10 12:39:42,MLP,5,4131.376393636067,39.92196828275963,-0.49216077978691214
2025-08-10 12:39:42,MLP,6,4045.439641316732,39.36140063384813,-0.4832172464494789
2025-08-10 12:39:42,MLP,7,4232.512954711914,40.810464369702764,-0.507641608087339
2025-08-10 12:39:42,MLP,8,4115.306635538737,40.064699687896805,-0.4897740788145383
2025-08-10 12:39:42,MLP,9,4134.114781697591,40.219751826918944,-0.49004408879406397
2025-08-10 12:39:42,MLP,10,4176.990086873372,40.42221047422192,-0.49648361409444614
2025-08-10 13:29:52,MLP,1,4463.228708902995,40.95086256424324,-0.5619748624544848
2025-08-10 13:29:52,MLP,2,4140.2514241536455,40.01621352427714,-0.5248335307247309
2025-08-10 13:29:52,MLP,3,4302.857554117839,41.02772083575875,-0.5240991925515907
2025-08-10 13:29:52,MLP,4,4231.983713785808,40.56320146965522,-0.517885393441818
2025-08-10 13:29:52,MLP,5,4205.974095662435,40.27337139679877,-0.5059090256483814
2025-08-10 13:29:52,MLP,6,4110.021107991536,39.838944752929486,-0.4938291830589159
2025-08-10 13:29:52,MLP,7,4225.926025390625,40.720511117968094,-0.5157599237605862
2025-08-10 13:29:52,MLP,8,4121.823857625325,40.15285810859641,-0.4935621963197449
2025-08-10 13:29:52,MLP,9,4116.552708943685,39.86262969294392,-0.4870404827335489
2025-08-10 13:29:52,MLP,10,4050.4426625569663,39.84594694717097,-0.4867877098384881
2025-08-10 13:33:54,LSTM,1,5012.204172770183,43.445383948075744,-0.8664119055783881
2025-08-10 13:33:54,LSTM,2,4505.69829305013,40.60425921123515,-0.6523255947374419
2025-08-10 13:33:54,LSTM,3,4425.508641560872,40.40393308981718,-0.5890964105883038
2025-08-10 13:33:54,LSTM,4,4408.69086710612,40.96967486787164,-0.5803620960281077
2025-08-10 13:33:54,LSTM,5,4211.457046508789,39.74696446196722,-0.5345846761003638
2025-08-10 13:33:54,LSTM,6,4322.752309163411,40.686276897887915,-0.540160284895833
2025-08-10 13:33:54,LSTM,7,4255.689442952474,40.252138389978256,-0.5258368029336992
2025-08-10 13:33:54,LSTM,8,4097.061874389648,39.352674720185384,-0.5096959698315373
2025-08-10 13:33:54,LSTM,9,4364.229181925456,41.089744504181,-0.5375177573693662
2025-08-10 13:33:54,LSTM,10,4024.381663004557,39.11345111283776,-0.49594516356967905
2025-08-10 15:33:48,MLP,1,4235.777689615886,40.08476904300573,-0.5311746907613184
2025-08-10 15:33:48,MLP,2,4311.322107950847,40.897489778297135,-0.5209483712968037
2025-08-10 15:33:48,MLP,3,4304.302022298177,41.17160429885475,-0.5353215328386361
2025-08-10 15:33:48,MLP,4,4301.727188110352,41.0927956053262,-0.5151474545940339
2025-08-10 15:33:48,MLP,5,4271.857091267903,40.92229093357221,-0.5082733540572973
2025-08-10 15:33:48,MLP,6,4194.466664632161,40.64316850353017,-0.5170923444004653
2025-08-10 15:33:48,MLP,7,4140.346013387044,40.173110278997896,-0.4941581582642213
2025-08-10 15:33:48,MLP,8,4221.784174601237,40.931798872559526,-0.49823737483244773
2025-08-10 15:33:48,MLP,9,4082.0799458821616,39.98507287909686,-0.4770428388654108
2025-08-10 15:33:48,MLP,10,4056.7019805908203,39.909591562373436,-0.49412444338653577
2025-08-10 15:38:52,LSTM,1,4883.7853597005205,42.6006353291471,-0.8571906995238701
2025-08-10 15:38:52,LSTM,2,4714.793924967448,41.9238626678759,-0.6796491872396614
2025-08-10 15:38:52,LSTM,3,4534.8205159505205,41.225318311997604,-0.5982330755115792
2025-08-10 15:38:52,LSTM,4,4350.445810953776,40.36842493941356,-0.5531136401527701
2025-08-10 15:38:52,LSTM,5,4264.338740030925,40.13685004909983,-0.5361450832532414
2025-08-10 15:38:52,LSTM,6,4345.430750528972,40.994587730354446,-0.5528538955171928
2025-08-10 15:38:52,LSTM,7,4214.893483479817,40.06080849861176,-0.5094235850225405
2025-08-10 15:38:52,LSTM,8,4355.413319905599,41.190239828382765,-0.5511162174251008
2025-08-10 15:38:52,LSTM,9,4179.725687662761,40.26049651827006,-0.5216319231463902
2025-08-10 15:38:52,LSTM,10,4094.4720204671225,39.507439654356254,-0.5048142804157525
